strctid,blockid,parcelid,huestimate,x,y,landuse,guid,d_sf,insignific,moderate,heavy,complete
"41007022009001001S",410079509001022,22009,1,-123.92010498,46.0016860962,550,"39d25b59-aa03-4af9-9525-a91bdac34498",1,.0007583,.044218,.3680361,.5869877
"41007022011001001S",410079509001020,22011,1,-123.920806885,46.0016593933,440,"b24c13e5-36df-40c3-a521-9825a8e8552c",1,.0007533,.0440424,.3674735,.5877308
"41007022012001001S",410079511001032,22012,1,-123.909111023,46.0018196106,200,"71490e31-f896-4dcf-a305-8b7b13c2c1be",1,.0302574,.447665,.4398877,.0821899
"41007022013001001S",410079509005021,22013,1,-123.927185059,46.0012245178,200,"60f42994-47d8-4a29-b684-d3f505714ef8",1,.1459102,.4851838,.3265196,.0423863
"41007022014001001S",410079509001031,22014,2,-123.913871765,46.0018043518,146,"a5f1515a-6fe2-461a-b0bc-8aba0b4f1055",0,.006103,.1996277,.491532,.3027373
"41007022015001001S",410079509005021,22015,1,-123.92678833,46.0013542175,135,"261e659e-2ce0-4ad3-9133-2835e7460db8",1,.146217,.4853822,.3261353,.0422655
"41007022017001001S",410079509005021,22017,2,-123.926597595,46.0013542175,135,"1dc90136-28e0-4bcc-96fc-75dc49be78c5",0,.1463038,.4854381,.3260267,.0422314
"41007022018001001S",410079509005021,22018,2,-123.926353455,46.0013198853,143,"55e613c9-2a1f-472d-ab31-a52ec703e66d",0,.0275729,.4341598,.4497257,.0885416
"41007022019001001S",410079509001036,22019,2,-123.913330078,46.0017356873,130,"4b5ff48e-efaf-4b28-a495-f3402a833aae",0,.1527864,.489409,.3180226,.0397819
"41007022020001001S",410079509005021,22020,1,-123.926109314,46.0013542175,138,"659f5efc-1a5a-43b4-a627-c94cd71566f5",1,.040002,.2498074,.4446598,.2655309
"41007022021001001S",410079509001036,22021,1,-123.913032532,46.0017318726,130,"2291e724-66d9-46e4-9ea0-0cf6690a653d",1,.0296236,.4445834,.4421783,.0836147
"41007022023001001S",410079509005021,22023,1,-123.925857544,46.0013542175,134,"5714c5c8-c7d1-44ad-b228-4ec48700e4c3",1,.1466302,.4856479,.3256185,.0421034
"41007022024001001S",410079509001036,22024,1,-123.912834167,46.0017356873,130,"39e50bab-60de-44bd-905d-b7917d80478c",1,.0296546,.4447356,.4420658,.083544
"41007022025001001S",410079509005021,22025,1,-123.925613403,46.0013542175,134,"00ffb041-2c13-40a3-a11e-60d7a5ddf6e0",1,.1467393,.4857177,.3254822,.0420608
"41007022026001001S",410079509001036,22026,1,-123.912635803,46.0017356873,134,"0935d316-b3bd-466c-895b-96dc0920b60c",1,.0296846,.4448828,.4419569,.0834756
"41007022027001001S",410079509001036,22027,1,-123.912437439,46.001739502,130,"e66ebb16-7d41-4ef5-a2d3-87f9c1f2e202",1,.0297157,.4450351,.4418443,.0834049
"41007022028001001S",410079509005021,22028,1,-123.925415039,46.0013542175,135,"1e7a0a90-9fc8-478c-9494-4f50381de81e",1,.1468267,.4857736,.325373,.0420266
"41007022030001001S",410079509005021,22030,1,-123.925216675,46.0013542175,130,"4d4f7474-65a4-4b21-8ba8-06bfda3601b4",1,.1469142,.4858294,.3252638,.0419925
"41007022031002001S",410079509005051,22031,1,-123.924804688,46.0013504028,192,"5be9f359-2b8c-4671-9e6d-67e0517f0294",1,.0277955,.4353263,.4488963,.0879818
"41007022031002002S",410079509005051,22031,1,-123.924804688,46.0013504028,120,"28f375d6-b7e5-402b-b708-a08cbc92209f",1,.1470983,.4859467,.3250342,.0419209
"41007022032001001S",410079509005051,22032,1,-123.924507141,46.0013504028,123,"eee4cab6-c7bf-4fdc-91bc-46851dd7b397",1,.14723,.4860304,.3248699,.0418697
"41007022033001001S",410079509005051,22033,1,-123.924316406,46.0013504028,132,"b11c327a-8a2d-445a-a9b3-bef906633aef",1,.1473179,.4860862,.3247603,.0418355
"41007022034001001S",410079509005051,22034,1,-123.924156189,46.0013504028,120,"144f5476-2160-4e60-bd68-0ffb2b6d5728",1,.1473895,.4861315,.3246712,.0418078
"41007022035001001S",410079509005051,22035,1,-123.924026489,46.0013504028,120,"ab37f8ac-a8e4-44e8-bab8-c702efceb859",1,.1474445,.4861664,.3246026,.0417865
"41007022036001001S",410079509005051,22036,1,-123.92389679,46.0013504028,120,"5375ac72-3640-48bd-90ed-8c369e9ca35d",1,.1475051,.4862047,.3245271,.041763
"41007022037001001S",410079509005051,22037,2,-123.923622131,46.0013504028,122,"5e130499-6218-44e9-aa82-60026a08304f",0,.1476265,.4862814,.3243761,.041716
"41007022038001001S",410079509005051,22038,6,-123.923271179,46.0011978149,200,"a3c3731c-cd6c-43b3-bfd3-82f03d6c2131",0,.0279599,.4361819,.4482856,.0875726
"41007022039001001S",410079509001031,22039,2,-123.913887024,46.0016670227,146,"96b37085-6a77-49a5-9318-5c8b20cd469e",0,.0060903,.199431,.4914845,.3029942
"41007022040001001S",410079509002011,22040,1,-123.921363831,46.0013008118,131,"3d800832-8d7b-4994-9175-7e6e951d9e3d",1,.1485987,.4868902,.3231686,.0413425
"41007022041001001S",410079511001032,22041,1,-123.909667969,46.0016593933,132,"d5b66c31-b657-429f-a4fc-344332053c57",1,.1544687,.4903744,.3159804,.0391765
"41007022043001001S",410079509002011,22043,6,-123.920944214,46.0013237,449,"a680235a-aa60-473b-a668-3284bf7f98a4",1,.0007476,.0438396,.3668213,.5885914
"41007022045001001S",410079509002005,22045,1,-123.920379639,46.0013275146,481,"341e0bc5-5dcd-449b-96fa-e8fae8375b55",1,.0007513,.0439708,.3672436,.5880342
"41007022046001001S",410079509002005,22046,1,-123.920120239,46.0013313293,122,"8cc205c5-7435-4b06-b8d6-16eed6aaac11",1,.149198,.487261,.3224266,.0411143
"41007022048001001S",410079509002005,22048,1,-123.919975281,46.0013313293,132,"59b29720-48ee-4e16-bddc-cd880e158f19",1,.1492661,.4873029,.3223425,.0410885
"41007022049001001S",410079509002005,22049,1,-123.919876099,46.0013313293,134,"5916a7c2-9c9c-4775-918b-af29b49268ba",1,.1493116,.4873308,.3222863,.0410713
"41007022050001001S",410079509002005,22050,2,-123.91973114,46.0013313293,136,"0db99a73-a205-46b2-baff-1694d1ce886e",0,.040864,.2523482,.4444983,.2622895
"41007022051001001S",410079509002005,22051,1,-123.919532776,46.0013313293,130,"fa19e2c4-7901-48cb-b25f-e13221d84be1",1,.1494708,.4874285,.3220896,.0410111
"41007022052001001S",410079509002005,22052,1,-123.919334412,46.0013313293,132,"e66f94ee-d0b5-4fd9-85f1-4219b4058a72",1,.1495619,.4874844,.3219771,.0409766
"41007022053001001S",410079509002005,22053,2,-123.919136047,46.0013313293,135,"fc90ff82-5117-4762-8bc6-ec75ae43845d",0,.1496531,.4875402,.3218645,.0409422
"41007022055001001S",410079509002005,22055,1,-123.918945313,46.0013313293,132,"cb1488cd-6ad7-46b5-a53c-2f1893a91456",1,.1497444,.4875959,.3217519,.0409078
"41007022057001001S",410079509002005,22057,1,-123.918746948,46.0013313293,135,"0589577a-aad9-4894-831f-50de06d0bd4d",1,.1498358,.4876517,.3216391,.0408734
"41007022058001001S",410079509002005,22058,1,-123.918586731,46.0013504028,122,"830d7272-5455-4404-ab7b-b2ab0f48d435",1,.1499293,.4877086,.3215239,.0408382
"41007022060001001S",410079509005021,22060,1,-123.926986694,46.0010795593,133,"5a203cc8-b4ae-4eee-aa25-bf40922aa10e",1,.1458522,.4851462,.3265924,.0424092
"41007022063001001S",410079509005021,22063,1,-123.926780701,46.0010795593,133,"0c4b88de-7830-4c14-9aa1-8ddb657b8cd4",1,.1459433,.4852053,.3264782,.0423733
"41007022065001001S",410079509005021,22065,1,-123.926582336,46.0010795593,135,"765b11fd-8cde-45fd-8801-092a7e2e1ef5",1,.1460301,.4852614,.3263694,.042339
"41007022068001001S",410079509005021,22068,1,-123.92615509,46.0010795593,140,"f354a35c-14be-48ad-a396-3847c3553e1e",1,.0275259,.4339122,.4499012,.0886607
"41007022069002001S",410079509005021,22069,1,-123.926002502,46.0010795593,192,"b4c17587-dca5-4aa5-9919-3b8d351b21b4",1,.0275455,.4340155,.449828,.088611
"41007022069002002S",410079509005021,22069,1,-123.926002502,46.0010795593,192,"0dcd0a1c-d500-4f96-928a-17057bb5a6a8",1,.0275455,.4340155,.449828,.088611
"41007022070001001S",410079509005021,22070,1,-123.925712585,46.0010795593,124,"ee6d55ca-a5ee-4672-b8ff-6157a7fb4053",1,.1464176,.4855113,.3258843,.0421867
"41007022072001001S",410079509005021,22072,1,-123.925415039,46.0010795593,120,"46d8435b-6d81-4ab7-ad8b-dbc4a58ac2ad",1,.1465486,.4855955,.3257205,.0421354
"41007022073001001S",410079509005021,22073,1,-123.925216675,46.0011482239,132,"4a07d517-d988-4ee4-8965-3accf6e063da",1,.1467056,.4856961,.3255243,.0420739
"41007022074001001S",410079509005051,22074,5,-123.92490387,46.0010795593,149,"0cbfb7bb-e950-4f3c-bb8f-f93f459a589a",0,.0400792,.2500366,.4446468,.2652375
"41007022075001001S",410079509005051,22075,1,-123.924705505,46.0010757446,120,"679db3c4-d0e6-4756-81ac-f78d0bc27b18",1,.1468641,.4857974,.3253264,.0420121
"41007022076001001S",410079509005051,22076,1,-123.924507141,46.0010757446,120,"b1f8282a-bc68-44df-ae7a-d8c4e0e70eee",1,.1469519,.4858535,.3252168,.0419778
"41007022077001001S",410079509005051,22077,1,-123.924316406,46.0010757446,133,"e27fa097-85ee-4f9c-8ddf-381cdf0e49d0",1,.1470399,.4859095,.325107,.0419436
"41007022078001001S",410079509005021,22078,2,-123.926353455,46.0010452271,233,"539e2eec-3178-46fc-b878-21a974729df6",0,.0398758,.2494322,.4446804,.2660116
"41007022079001001S",410079509005051,22079,2,-123.924110413,46.0010795593,121,"31e29932-4563-4ff8-88a6-877496ee34f1",0,.147132,.4859681,.3249922,.0419078
"41007022080001001S",410079509005051,22080,1,-123.923919678,46.0010719299,122,"5446579e-d698-40f7-9c7c-cec9863f34e2",1,.1472145,.4860206,.3248893,.0418757
"41007022081001001S",410079509005051,22081,2,-123.923721313,46.0010757446,135,"8223e82f-d478-4ddd-94b0-aca660cd7b69",0,.1473043,.4860775,.3247774,.0418408
"41007022083001001S",410079509002000,22083,1,-123.913352966,46.0014190674,122,"11754f26-5b3a-4667-8c38-c2acda499e72",1,.1524524,.4892142,.3184298,.0399036
"41007022084001001S",410079509002000,22084,2,-123.912971497,46.0013504028,132,"7c65f24a-2ae6-438b-b822-54d45b09c162",1,.1525661,.4892806,.3182912,.0398621
"41007022085001001S",410079509002000,22085,1,-123.91267395,46.0013504028,130,"56677855-8b55-433b-b1e9-3222af90b427",1,.029555,.444246,.4424275,.0837715
"41007022086001001S",410079509002000,22086,1,-123.912475586,46.0013542175,136,"41b0d6ae-9669-4180-8e3b-3af75ec0c036",1,.0061213,.1999116,.4916001,.3023669
"41007022087001001S",410079509002000,22087,1,-123.912277222,46.0013504028,136,"48b8e47c-bcac-48ee-9368-8318409454f3",1,.0061293,.200035,.4916295,.3022062
"41007022088001001S",410079509002000,22088,1,-123.912086487,46.0013542175,146,"80959310-25f0-4dcd-b222-afe40caeb094",1,.0061376,.2001628,.4916599,.3020397
"41007022090001001S",410079511001259,22090,3,-123.911453247,46.0011901855,122,"f7bc754d-898d-49d5-8a2f-5b460708b7ce",0,.1531297,.4896081,.3176048,.0396574
"41007022091001001S",410079509005021,22091,1,-123.925216675,46.0010108948,120,"fa852238-c46e-4718-a506-faa4d9e42ad4",1,.1465667,.4856071,.3256979,.0421283
"41007022092002001S",410079511001257,22092,1,-123.910690308,46.0008888245,192,"73732c78-0ef7-4a79-956f-a574dd558c5f",1,.1531906,.4896433,.3175307,.0396354
"41007022092002002S",410079511001257,22092,1,-123.910690308,46.0008888245,193,"e1f335a3-ec76-4b9f-a60a-d739dae7d50c",1,.1531906,.4896433,.3175307,.0396354
"41007022093001001S",410079509002005,22093,1,-123.92048645,46.0010528564,480,"06d3f5c3-8eaf-49b3-8139-eb05002b5808",1,.0057989,.1465053,.5279812,.3197145
"41007022094001001S",410079509002005,22094,1,-123.920318604,46.0010566711,120,"51a73590-562d-4299-b642-4d40c4e03166",1,.1488302,.4870339,.3228817,.0412541
"41007022095001001S",410079509002005,22095,1,-123.920120239,46.0010566711,130,"d4148f3c-426b-4cf6-b565-97c51a2c9c8c",1,.148921,.48709,.3227694,.0412196
"41007022096001001S",410079509002005,22096,1,-123.919921875,46.0010566711,124,"3644a1e2-8ee8-4af4-88f8-0510b5b1e513",1,.1490118,.4871461,.322657,.0411851
"41007022098001001S",410079509002005,22098,1,-123.919631958,46.0010566711,130,"c072109a-1593-4baa-abc5-f74eea7f279f",1,.1491482,.4872303,.3224882,.0411332
"41007022100001001S",410079509002005,22100,1,-123.919334412,46.0010566711,120,"09241c9e-af03-48fa-ac9b-d04b74117dc4",1,.1492848,.4873144,.3223193,.0410814
"41007022101001001S",410079509002001,22101,1,-123.913925171,46.0012130737,144,"71de745d-ba41-4962-a855-5e8737ca8855",1,.0293209,.4430892,.4432792,.0843107
"41007022102001001S",410079509002005,22102,1,-123.919136047,46.0010566711,120,"1353ce12-5d59-447a-a460-1ea468642781",1,.149376,.4873704,.3222066,.0410469
"41007022103001001S",410079509002005,22103,1,-123.918937683,46.0010566711,130,"7d881406-7ae6-4f43-988b-9167a0898bdf",1,.1494674,.4874265,.3220938,.0410123
"41007022108001001S",410079509002005,22108,1,-123.918716431,46.0011291504,120,"9d728ff9-b0f5-4b00-bc27-fdb5c44f4556",1,.1496413,.4875329,.3218791,.0409467
"41007022109001001S",410079509002000,22109,1,-123.913368225,46.0012702942,130,"33e3ba71-1828-4a81-8287-06b3d51b5478",1,.1522929,.4891207,.3186245,.0399619
"41007022118001001S",410079509005011,22118,1,-123.927536011,46.0006103516,200,"3d5e6def-46be-48c6-a048-7fa05cf7e939",1,.1451353,.4846787,.3274925,.0426936
"41007022120001001S",410079511001251,22120,1,-123.90990448,46.0012664795,136,"02c1dbea-8876-4dbd-9604-815b718bd894",1,.0422533,.2563594,.4441651,.2572221
"41007022121001001S",410079509005011,22121,1,-123.926795959,46.0007247925,135,"08477bf6-f1b2-447c-a71e-9377595d523d",1,.145578,.484968,.3269364,.0425177
"41007022122001001S",410079509005011,22122,1,-123.926597595,46.0007247925,132,"c153c43f-e527-4c1f-a759-13e11add5cdb",1,.1456648,.4850245,.3268274,.0424833
"41007022123001001S",410079511001251,22123,1,-123.909095764,46.0011978149,132,"5ee3bd6f-f130-402b-b478-25201a60b110",1,.1542771,.4902658,.3162123,.0392448
"41007022124001001S",410079509005011,22124,1,-123.926399231,46.0007247925,133,"36bf116f-0d75-496d-b41b-302d0e5fa530",1,.1457517,.485081,.3267184,.0424489
"41007022126001001S",410079509005011,22126,1,-123.926200867,46.0007247925,141,"29ac760f-6263-400d-88b0-fa74a0fe277c",1,.1458387,.4851375,.3266093,.0424145
"41007022127001001S",410079509005011,22127,1,-123.926010132,46.0007209778,130,"ffac5d73-0f8b-46d8-b777-c590e9a44dda",1,.1459258,.4851939,.3265001,.0423802
"41007022129002001S",410079509005011,22129,1,-123.927238464,46.0008049011,900,"8f12576c-bcae-4391-9b36-f6c57683f785",1,.0016605,.0678736,.4216147,.5088513
"41007022129002002S",410079509005011,22129,1,-123.927276611,46.0008163452,900,"f27a2eeb-f7b3-47db-bd4f-537093277d4c",1,.0016604,.0678707,.4216087,.5088602
"41007022130001001S",410079509005011,22130,1,-123.925811768,46.0007209778,120,"94082438-14ae-4370-9b68-648975506eb8",1,.146013,.4852504,.3263908,.0423458
"41007022132001001S",410079509005011,22132,1,-123.926971436,46.0007972717,900,"3ccc506a-7c70-436b-a0c8-beb9fdde03e7",1,.0016634,.0679437,.4217597,.5086331
"41007022133001001S",410079509005011,22133,1,-123.925613403,46.0007209778,130,"a45f358c-69ff-4869-8251-12c430fa3fa1",1,.1461003,.4853069,.3262815,.0423114
"41007022134001001S",410079509002005,22134,1,-123.918746948,46.0009918213,120,"284e3a55-a0bc-4c66-88ad-28c491882c4b",1,.1494923,.4874418,.322063,.0410029
"41007022135001001S",410079509005011,22135,1,-123.925354004,46.000743866,133,"d38aede4-f411-413d-b3e8-9ad93f48a612",1,.14624,.485397,.3261066,.0422564
"41007022136001001S",410079509002000,22136,2,-123.91318512,46.0010681152,130,"61d1a0a1-a981-4e50-bf2e-29f7a836833c",0,.0293872,.4434176,.4430378,.0841574
"41007022137001001S",410079509005052,22137,1,-123.92490387,46.0007209778,132,"3e4b4d5f-3ca5-4edd-96ca-0f7e686739b0",1,.1464154,.4855099,.3258871,.0421876
"41007022138001001S",410079509005011,22138,1,-123.927238464,46.0007705688,900,"622e3756-3da6-4276-9919-327aab88950d",1,.0016596,.0678515,.4215689,.50892
"41007022141001001S",410079509005052,22141,1,-123.924705505,46.0007209778,130,"5c0ff6d3-b299-4812-80bc-576da3e0469d",1,.1465032,.4855663,.3257774,.0421532
"41007022142001001S",410079509002000,22142,1,-123.912506104,46.0010795593,136,"09669448-49de-4627-8c1e-4476194ea4ed",1,.006096,.199519,.4915058,.3028792
"41007022144001001S",410079509005052,22144,1,-123.924491882,46.0007209778,130,"7d9a4bb3-5ed3-47e2-8a72-539b4b88ef17",1,.1465998,.4856283,.3256566,.0421153
"41007022145001001S",410079509002000,22145,3,-123.912208557,46.0010795593,146,"0d0da49d-67da-4714-a436-e2d18debd58c",0,.0061081,.1997062,.4915509,.3026348
"41007022146001001S",410079509005011,22146,1,-123.92729187,46.000743866,900,"a6bd8232-36e8-4544-a160-72da9018f332",1,.0016583,.0678206,.421505,.5090162
"41007022147001001S",410079509005052,22147,1,-123.924232483,46.0007209778,120,"9fb1ea42-1ca8-43e4-9a8b-b1a5507881e3",1,.1467141,.4857016,.3255137,.0420706
"41007022151001001S",410079509005011,22151,1,-123.926971436,46.0007514954,900,"bc045622-f2c6-4879-aa89-099a4b81fd85",1,.0016622,.0679138,.4216979,.5087261
"41007022152001001S",410079509005052,22152,1,-123.924057007,46.0007209778,110,"37d12b6f-9252-467c-bb81-fddd3a89a369",1,.1467934,.4857523,.3254147,.0420397
"41007022155001001S",410079509005052,22155,1,-123.923942566,46.0007209778,120,"8688ed2b-c8ba-4b31-8536-c6121207de11",1,.1468463,.4857861,.3253486,.042019
"41007022156001001S",410079509005052,22156,1,-123.923744202,46.0007209778,121,"de0ac94f-7b46-4edc-9d91-088916596f23",1,.1469345,.4858424,.3252385,.0419846
"41007022157001001S",410079509005011,22157,1,-123.927238464,46.0007362366,900,"9e2f7f24-d40b-4a24-b283-ce582096a5ef",1,.0016587,.0678296,.4215237,.508988
"41007022163001001S",410079509005011,22163,1,-123.926971436,46.000705719,900,"5f1c3f74-7e09-4d77-a64a-7b869e6f617d",1,.001661,.0678849,.4216381,.5088161
"41007022164001001S",410079509005011,22164,1,-123.927238464,46.0007019043,900,"4c8f2633-2b35-48a1-a625-1619cab0ce45",1,.0016577,.0678078,.4214786,.5090559
"41007022165001001S",410079509005011,22165,1,-123.92729187,46.0006828308,900,"8d7a2855-d1ca-49a7-bd37-77765c78c3c1",1,.0016567,.0677821,.4214254,.5091358
"41007022169001001S",410079509005011,22169,1,-123.927238464,46.000667572,900,"e490da9f-dc9d-4ab2-a9ff-8751f1d0f4f4",1,.0016568,.067786,.4214334,.5091238
"41007022170001001S",410079511001251,22170,1,-123.909362793,46.000415802,120,"fc6f83e1-dff0-4572-858a-063189cd883f",1,.1533588,.4897403,.3173262,.0395746
"41007022171001001S",410079509005011,22171,1,-123.926971436,46.0006599426,900,"f03c59a7-99c5-4d16-84cc-d7df5b8ec969",1,.0016597,.067855,.4215763,.508909
"41007022172001001S",410079509005011,22172,1,-123.925216675,46.0006523132,124,"00d27b6b-3768-457d-bbef-5c76a5265a3a",1,.1462059,.485375,.3261493,.0422699
"41007022174001001S",410079509005011,22174,1,-123.927268982,46.0006103516,900,"c50751a2-afd9-4999-a278-6d9acf79f901",1,.001655,.067743,.4213443,.5092577
"41007022176001001S",410079509005011,22176,1,-123.927154541,46.0006217957,900,"7f053e6f-aac4-4f0d-b2fa-83439ca827d5",1,.0016567,.0677817,.4214244,.5091373
"41007022177001001S",410079509005011,22177,1,-123.927238464,46.0006332397,900,"77f0b27f-8c98-43c9-8818-acbf0d55d3bc",1,.0016559,.0677639,.4213876,.5091925
"41007022179001001S",410079509002006,22179,2,-123.920402527,46.0006980896,110,"39abbfc3-74e9-4ac1-964c-8d73a640a7c4",1,.1484313,.4867861,.3233761,.0414065
"41007022180001001S",410079509002006,22180,1,-123.920120239,46.0006980896,132,"557ce12a-320f-464f-9478-b032f9bae311",1,.1485614,.486867,.3232149,.0413567
"41007022181001001S",410079509002006,22181,1,-123.919921875,46.0006980896,134,"1601b96a-7e1f-46ee-a439-b98814502112",1,.1486522,.4869235,.3231023,.041322
"41007022182001001S",410079509002006,22182,1,-123.919723511,46.0007019043,132,"fe2f8c50-f321-44f9-b402-695fbfdb81b1",1,.1487431,.4869799,.3229896,.0412874
"41007022183001001S",410079509002006,22183,1,-123.919525146,46.0007019043,130,"9c68dcc7-bfdd-487c-8ece-3270b98af479",1,.1488341,.4870363,.3228769,.0412527
"41007022185001001S",410079509002006,22185,1,-123.919334412,46.0007019043,132,"5800e7c6-db22-4f2f-b281-e85f07541e88",1,.1489252,.4870927,.3227641,.041218
"41007022187001001S",410079509002006,22187,2,-123.91910553,46.0007019043,130,"e2f52b60-e402-416b-8deb-df69e690a7ca",1,.1490301,.4871575,.3226343,.0411781
"41007022189001001S",410079509005011,22189,1,-123.927322388,46.0005226135,135,"db697c24-54cf-404b-88cb-554d753b2ae4",1,.1451403,.4846819,.3274862,.0426916
"41007022190001001S",410079509002006,22190,3,-123.918861389,46.0007133484,142,"410bae83-0a44-44a3-9874-23ca07facbdf",0,.0284339,.438623,.4465317,.0864114
"41007022191001001S",410079509002007,22191,1,-123.918533325,46.0007019043,120,"ce3cc03e-88f4-4ce8-afb5-5044ce0f4312",1,.1492945,.4873203,.3223074,.0410778
"41007022192001001S",410079509005011,22192,1,-123.9270401,46.0004501343,242,"40aa3c72-b2f6-402d-ace1-7903e48bf21a",1,.0396032,.2486183,.4447221,.2670563
"41007022193001001S",410079509005011,22193,1,-123.926940918,46.0004501343,242,"82275362-c0f9-4b70-b2ca-04e921140d51",1,.0396162,.2486572,.4447201,.2670064
"41007022194001001S",410079509002007,22194,2,-123.918052673,46.000705719,140,"e484516c-fa10-47d6-aeb1-21f32949669d",0,.1495212,.4874595,.3220274,.040992
"41007022195001001S",410079509005011,22195,1,-123.926795959,46.0004501343,122,"0873f5b9-ac85-419b-8898-405a99b880b5",1,.1453007,.484787,.3272845,.0426277
"41007022197001001S",410079509005011,22197,1,-123.926597595,46.0004501343,144,"d8eb0ac4-04ee-4ffb-a380-6b8ccc926dba",1,.1453876,.4848438,.3271754,.0425932
"41007022198001001S",410079509005011,22198,1,-123.926399231,46.0004501343,121,"094963c4-54db-4bf4-93e0-af8187e8d44f",1,.1454745,.4849005,.3270663,.0425587
"41007022199001001S",410079509005011,22199,1,-123.926200867,46.0004501343,144,"89415737-1bad-4271-94e7-02018736a01c",1,.1455615,.4849572,.326957,.0425242
"41007022201001001S",410079509005011,22201,1,-123.926010132,46.0004501343,136,"9564062b-261f-4561-9bfa-28292ad5136c",1,.0397405,.2490285,.4447016,.2665295
"41007022202001001S",410079509005011,22202,1,-123.925811768,46.0004501343,133,"720c56ac-83d0-40b8-b7ba-45076cd4c50c",1,.1457358,.4850707,.3267383,.0424552
"41007022203001001S",410079509005011,22203,1,-123.925613403,46.0004463196,130,"bd6dd361-aa4b-423b-a406-4f4320590ec5",1,.1458231,.4851274,.3266288,.0424207
"41007022204001001S",410079509005011,22204,1,-123.925415039,46.0004463196,122,"b54aba86-6e31-443b-952c-9bb70eeb2572",1,.1459105,.485184,.3265193,.0423862
"41007022205001001S",410079509005011,22205,1,-123.925216675,46.0004463196,132,"d56e89c3-0b52-45f9-a5b7-0ef752666e8f",1,.145998,.4852407,.3264096,.0423517
"41007022206001001S",410079509005052,22206,1,-123.92490387,46.0004463196,120,"a1cea996-f270-4b51-9aee-3f6eea31a9dd",1,.1461382,.4853313,.326234,.0422965
"41007022207001001S",410079509005052,22207,3,-123.924705505,46.0004463196,141,"6902cb90-80ae-4491-a947-5cfba3d42f7e",0,.1462259,.485388,.3261241,.042262
"41007022208001001S",410079509005052,22208,1,-123.924514771,46.0004463196,132,"af45d3e3-1cfd-4b34-956d-2eb1122e0f05",1,.1463138,.4854446,.3260142,.0422274
"41007022210001001S",410079509005052,22210,1,-123.924316406,46.0004463196,132,"68061a07-804f-42a9-b365-3bc307118396",1,.1464017,.4855012,.3259042,.0421929
"41007022212001001S",410079509002001,22212,1,-123.913970947,46.0007896423,130,"72278bc3-88ea-4a93-9848-2fca1e014eaa",1,.0291787,.442382,.443798,.0846413
"41007022213001001S",410079509005052,22213,1,-123.924118042,46.0004463196,120,"fd2f533c-c06d-4348-94dc-3780aba5f5d4",1,.1464898,.4855577,.3257941,.0421584
"41007022214001001S",410079509005052,22214,1,-123.923820496,46.0004463196,135,"e902190f-c363-465e-89be-a9f26d50c282",1,.146622,.4856426,.3256288,.0421066
"41007022217001001S",410079509005011,22217,1,-123.927322388,46.0003852844,145,"53b17ad1-2afd-4270-a529-fed6f70b6347",1,.1450017,.484591,.3276605,.0427468
"41007022224002001S",410079509002038,22224,1,-123.912834167,46.0006942749,191,"bf596f12-6351-4ad8-b403-5b39e7d4acf6",1,.1519664,.4889288,.3190233,.0400815
"41007022224002002S",410079509002038,22224,1,-123.912834167,46.0006942749,120,"81b0f970-27eb-47d9-84e8-8d95852b91d4",1,.1519664,.4889288,.3190233,.0400815
"41007022228001001S",410079509002038,22228,1,-123.912239075,46.0007629395,133,"d9dd7963-ae1a-4b51-b865-bea013b2846e",1,.1523214,.4891374,.3185898,.0399515
"41007022230001001S",410079509002006,22230,1,-123.920310974,46.0004234314,137,"a4235a65-dfcc-413a-b10a-54c2cc27a17b",1,.0405062,.2512984,.4445697,.2636257
"41007022231001001S",410079509002006,22231,2,-123.920120239,46.0004234314,132,"8fc426e6-61c6-42d9-ae78-4a9a91de50a6",0,.1482852,.4866949,.3235575,.0414625
"41007022232001001S",410079509002006,22232,1,-123.919921875,46.0004234314,132,"7c0c87ca-5efc-4647-b88a-578af272749a",1,.1483748,.4867508,.3234463,.0414281
"41007022237001001S",410079509002006,22237,1,-123.919525146,46.0004272461,130,"5cce4d4e-99ff-4cc9-a9f2-669b7a969d50",1,.148558,.4868649,.3232191,.041358
"41007022243001001S",410079509002006,22243,1,-123.919334412,46.0004272461,136,"545a4b2f-c179-4863-9828-8e1d0b578a0f",1,.0406434,.2517016,.4445431,.263112
"41007022245001001S",410079509002006,22245,2,-123.919136047,46.0004272461,130,"010eb54b-4602-44ab-a5ca-48502cb2387b",0,.0283049,.4379626,.4470079,.0867246
"41007022246001001S",410079509002006,22246,1,-123.918937683,46.0004386902,135,"8a48ca6a-cad7-4887-a902-a7fbe689ec0f",1,.1488436,.4870421,.3228652,.0412491
"41007022247001001S",410079509002007,22247,3,-123.918586731,46.0005264282,200,"80bb82bb-a39b-4e98-887d-20c6c567fbbf",1,.1490944,.4871972,.3225547,.0411536
"41007022249001001S",410079509002001,22249,1,-123.913986206,46.0006256104,136,"7986197e-d33c-4d68-ae24-f2a88d312425",1,.0059947,.1979397,.4911164,.3049492
"41007022260001001S",410079509005013,22260,1,-123.927558899,46.0000953674,140,"4f41bbb5-bddb-45a6-b387-76e75013ec70",1,.1446033,.4843284,.3281622,.0429061
"41007022261001001S",410079509002007,22261,3,-123.91860199,46.0003852844,140,"6fb189b9-cf06-4569-a479-b01ff20dde7e",0,.1489463,.4871057,.3227381,.04121
